,time_index,values,outlier,series_id,outlier_2,good,sum
563,2018-07-18,51.717693,0,1,0,0,281
564,2018-07-19,49.6781,0,1,0,0,281
565,2018-07-20,46.037724,0,1,0,0,281
566,2018-07-21,43.11578,0,1,0,0,281
567,2018-07-22,38.584442,0,1,0,0,281
568,2018-07-23,42.18131,0,1,0,0,281
569,2018-07-24,44.68178,0,1,0,0,281
570,2018-07-25,46.193756,0,1,0,0,281
571,2018-07-26,43.047443,0,1,0,0,281
572,2018-07-27,40.076084,0,1,0,0,281
573,2018-07-28,33.90031,0,1,0,0,281
574,2018-07-29,34.922752,0,1,0,0,281
